sysid,topid,name,level,sublevel,subcount,subcountall,登录用户名,身份证号码,状态,用户类别,手机号码,账户创建时间,已完成赠与次数,已完成赠与总额,已完成受助次数,已完成受助总额,已支出善种子,剩余善种子,已支出善心币,剩余善心币,已支出善金币,剩余善金币,出局钱包已支出,出局钱包剩余,管理钱包已支出,管理钱包剩余,接单钱包已支出,接单钱包剩余,特困钱包已支出,特困钱包剩余,贫穷钱包已支出,贫穷钱包剩余,小康钱包已支出,小康钱包剩余,德善钱包已支出,德善钱包剩余,富人钱包已支出,富人钱包剩余,大德钱包已支出,大德钱包剩余,开户行,银行账号,地址
200089,200020,记*成,4,0,0,0,li456321,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,96000,13,114600,0,0,17,0,0,1600,87600,3900,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,0,0,中国邮政储蓄银行辽宁省铁岭市凡河新区钟山路支行,6227123456789012345,辽宁省铁岭市凡河新区三区
200090,200020,张*广,4,0,0,0,13213948555,430123456789012345,未激活,普通用户,13412345678,2016年10月19日,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200091,200020,黄*欣,4,0,0,0,king1314hx666,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,31000,14,40100,0,0,14,0,1200,200,22100,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,招商银行,6227123456789012345,福建省厦门市思明区明发广场66号
200092,200020,林*鹤,4,0,0,0,lhg88888,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,6,18000,7,23900,1,0,8,0,0,1141,23400,500,500,41,0,0,0,0,500,0,0,0,0,0,0,0,0,0,建行,6227123456789012345,浙江省温州市平阳县山门镇西山村
200093,200020,李本*,4,0,0,0,lby13961438994,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,10,108000,9,97300,1,0,17,0,0,4100,23400,0,2400,300,0,0,0,0,0,0,110400,0,0,0,0,0,0,0,农业银行,6227123456789012345,常州市天宁区丽华一村
200094,200020,王巧*,4,0,0,0,15937908181,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,52300,3,0,19,0,0,3560,27800,0,1600,560,0,0,0,0,28100,0,0,0,0,0,0,0,0,0,建设银行，孟津支行,6227123456789012345,河南省洛阳市西工区金谷园路107门面房消防器材店
200095,200020,王素*,4,0,0,0,525222,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,5,15000,4,15600,3,0,6,0,0,770,0,0,0,270,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,中国农业银行江苏省丹阳市埤城支行,6227123456789012345,丹阳市丹北镇埤城派出所向西100米快递驿站
200096,200020,李焱*,4,0,0,0,407824800,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,50700,0,0,15,0,0,1400,31200,0,0,0,0,0,0,0,23100,0,0,0,0,0,0,0,0,0,中国工商银行贵阳市文化路支行,6227123456789012345,贵州省贵阳市云岩区安云路邮电学校
200097,200020,邹应*,4,0,0,0,iqiq6996,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,36000,12,42900,1,0,15,0,0,1840,23400,0,0,540,0,0,0,0,23100,0,0,0,0,0,0,0,0,0,中山支行,6227123456789012345,.贵州省遵义市红花岗区万里路1号2栋1单元10号
200098,200025,詹浩*,3,0,0,0,zhan12122424,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,51500,4,0,16,0,0,2840,23400,0,1100,340,0,0,0,0,31700,0,0,0,0,0,0,0,0,0,中国农业银行,6227123456789012345,广东省普宁市南溪镇典詹村金东14号
200099,200025,杨小*,3,0,0,0,iqiq7077,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,7,48000,7,59400,0,0,9,0,0,700,36000,780,0,0,0,0,0,0,23400,0,0,0,0,0,0,0,0,0,中国民生银行,6227123456789012345,江西省宜春市袁州区慈化镇西山村竹棚组25号
200100,200025,彭蔷*,3,0,0,0,pq060107,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,56800,42,3,248,3,0,11510,28100,0,7600,2510,0,0,0,0,33800,0,0,0,0,0,0,0,0,0,中国农业银行江苏省邳州支行,6227123456789012345,江苏省邳州市明德智园小区1号楼2单元
200101,200025,刘少*,3,0,0,0,470102296,430123456789012345,未激活,普通用户,13412345678,2016年10月19日,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200102,200025,曹*艳,3,0,0,0,13764862159,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,54300,0,0,16,0,0,1500,27300,3900,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,0,0,上海市奉贤区邬桥支行,6227123456789012345,上海市奉贤区大叶公路2058弄10号
200103,200025,程*霞,3,0,0,0,a13704381078,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,54300,0,0,16,1,0,1400,27300,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,中国民生银行,6227123456789012345,吉林省延吉市朝阳街苹果小区10.4.103
200104,200025,陈*谋,3,0,0,0,15219845288,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,55200,2,0,17,0,0,7161,27300,0,5200,561,0,0,0,0,32200,0,0,0,0,0,0,0,0,0,中国农业银行五华县支行,6227123456789012345,广东省五华县安流镇三江村三江圩
200105,200025,涂*嫚,3,0,0,0,13136489539,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,39000,13,50400,0,0,14,0,0,1300,23400,3900,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,农业银行湖北省咸宁市通山县九宫支行,6227123456789012345,湖北省咸宁市通山县
200106,200025,彭*连,3,0,0,0,iqiq0046,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,3,7000,2,5200,0,0,4,0,0,300,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,0,邮政储蓄银行江西省宜春市慈化支行,6227123456789012345,江西省宜春市袁州区慈化镇西山村草场组18号
200107,200025,陈*友,3,0,0,0,csy777,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,57600,0,0,16,0,0,5034,27300,0,3300,234,0,0,0,0,33900,0,0,0,0,0,0,0,0,0,建行福建省福州市闽清县支行,6227123456789012345,福建省福州市闽清县梅溪榕星311A号
200108,200025,袁*周,3,0,0,0,king1314yzhou,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,12,36000,12,46800,0,0,18,0,0,1200,31200,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,中国工商银行,6227123456789012345,江苏省宿迁市宿豫区王官集镇花园村七组96号
200109,200025,何*冰,3,0,0,0,hhb128,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,50700,0,0,15,0,0,1400,27300,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,中国农业银行广东省佛山市高明支行,6227123456789012345,广东省佛山市高明区沧江路沧江一品一座604
200110,200025,刘*风,3,0,0,0,18635357158,430123456789012345,未激活,普通用户,13412345678,2016年10月19日,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200111,200025,杨*来,3,0,0,0,iqiq8886,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,7,48000,6,55500,0,0,11,0,0,800,36000,0,0,0,0,0,0,0,23400,0,0,0,0,0,0,0,0,0,农业银行,6227123456789012345,广东省深圳市龙岗区平湖街道融湖中心3栋2601房
200112,200025,刘欣*,3,1,1,1,anan520,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,49000,13,57100,4,0,114,4,0,15210,32600,0,11400,2310,0,0,0,0,24500,0,17000,0,0,0,0,0,0,0,工商银行临湖支行,6227123456789012345,宁夏银川市金凤区宝湖路国奥村6-1-202室
200113,200025,欧旭*,3,0,0,0,ouxuri,430123456789012345,未激活,普通用户,13412345678,2016年10月19日,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200114,200025,黄文*,3,0,0,0,hwl6688,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,12,144000,12,175800,10,0,26,0,0,2860,91500,0,600,660,0,0,0,0,11700,0,72600,0,0,0,0,0,0,0,广东惠州水口龙湖支行,6227123456789012345,广东惠州水口龙湖莱欧服饰有限公司
200115,200080,韩朝*,5,3,13,37,hzh6130,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,120000,11,111000,0,0,17,0,0,1600,23400,0,0,0,0,0,0,0,15600,0,108000,0,0,0,0,0,0,0,工商银行,6227123456789012345,河北省遵化市宏伟名都1号楼3门902室
200116,200080,杨秀*,5,0,0,0,15303760356,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,10,246000,9,256800,2,0,21,0,0,1980,115800,0,0,180,0,0,0,0,0,0,175500,0,0,0,0,0,0,0,中国农业银行河南省分行潢川县支行西关天驹分理处,6227123456789012345,河南省信阳市潢川县商贸城西街中段
200117,200080,王学*,5,0,0,0,wxz8899,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,40000,13,47800,0,0,15,0,0,1400,24700,0,0,0,0,0,0,0,26700,0,0,0,0,0,0,0,0,0,中国建设银行河北省丰润分行,6227123456789012345,河北省唐山市任各庄镇陶立营村北大街路南10号
200118,200080,袁林*,5,0,0,0,469287,430123456789012345,未激活,普通用户,13412345678,2016年10月19日,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200119,200080,苗德*,5,0,0,0,13069719330,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,7,102000,7,123600,1,0,11,0,0,1270,108000,0,0,270,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,中国农业银行股份有限公司绥化大有支行,6227123456789012345,黑龙江省绥化市北林区北五西路北华楼b栋一单元202
200120,200080,姚崴*,5,0,0,0,yw1992,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,14,58600,8,0,77,0,290,5700,32500,0,4000,590,0,0,0,0,26100,0,0,0,0,0,0,0,0,0,中国建设银行河南省罗山支行,6227123456789012345,河南省信阳市罗山县
200121,200080,黄*芝,5,0,0,0,15938133892,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,39000,13,51400,3,0,14,0,0,3550,23400,0,1000,1250,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,河南省农村信用社,6227123456789012345,河南省焦作市温县西韩村
200122,200080,金*珠,5,0,0,0,fz1683,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,1,1000,1,1300,5,0,7,0,0,280,1300,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中国邮政,6227123456789012345,福建省霞浦
200123,200080,刘*丽,5,0,0,0,200626,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,54900,10,0,82,0,290,6680,23900,1950,5300,370,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,中国工商银行乌鲁木齐南昌路支行,6227123456789012345,新疆乌鲁木齐市沙依巴克区克拉玛依西街467号晨曦小区4栋3单元401
200124,200080,黄*丽,5,0,0,0,kk66666,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,12,55200,7,0,54,0,0,8270,24000,0,6300,570,0,0,0,0,36300,0,0,0,0,0,0,0,0,0,广州市番禺平康支行,6227123456789012345,广东省广州市番禺区东涌镇简北东街132号
200125,200080,熊*英,5,0,0,0,king1317xxy8,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,10,95000,9,111600,2,0,20,0,0,1950,27600,0,0,450,0,0,0,0,3400,50,84000,0,0,0,0,0,0,0,中国建设银行,6227123456789012345,上海浦东新区沪南路康花路东郊百联2420
200126,200080,罗*,5,0,0,0,13860385803,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,120000,12,127900,1,0,20,0,0,25150,34300,0,23500,50,0,0,0,0,10200,0,126000,0,0,0,0,0,0,0,福建省农村信用社联合社,6227123456789012345,福建省福安市城北街道东新路22号
200127,200080,韩*华,5,0,0,0,13562011691,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,57500,6,0,27,0,0,5190,27300,0,3200,490,0,0,0,0,33800,0,0,0,0,0,0,0,0,0,山东省聊城市茌平县农业支行,6227123456789012345,山东省聊城市茌平县振兴办事处马坊村
200128,200080,丁*英,5,0,0,0,king1314dinying,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,55500,4,0,18,0,0,3390,27300,0,1800,90,0,0,0,0,32400,0,0,0,0,0,0,0,0,0,工商银行,6227123456789012345,新疆乌鲁木齐新体巷奥林小区122
200129,200080,王国*,5,0,0,0,15209368402,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,13,56700,3,0,18,0,0,5100,27300,0,3600,0,0,0,0,0,34200,0,0,0,0,0,0,0,0,0,工商银行,6227123456789012345,甘肃省张掖市临泽县西寨一社
200130,200080,孙红*,5,0,0,0,春2055136140,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,55400,2,0,19,0,0,2970,27300,0,1100,370,0,0,0,0,31700,0,0,0,0,0,0,0,0,0,山东省潍坊地区青州市火车站支行,6227123456789012345,山东省潍坊地区青州市旗城家园8号楼2单元201室
200131,200080,张馨*,5,0,0,0,zxy998,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,55400,21,0,136,2,3160,4241,27900,0,5500,501,0,0,0,0,31900,0,0,0,0,0,0,0,0,0,中国工商银行,6227123456789012345,云南省曲靖市麒麟区南宁西路219号
200132,200080,王牧*,5,0,0,0,380772,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,1,2000,1,2600,0,0,1,0,0,100,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,农业银行,6227123456789012345,内蒙古霍林郭勒市创业路北022栋3号
200133,200080,余延*,5,0,0,0,king7965,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,8,24000,7,27300,0,0,10,0,0,800,3900,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,农业银行,6227123456789012345,四川省成都市斑竹园镇北欧知识城
200134,200080,朱书*,5,0,0,0,585694,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,39000,12,46500,1,0,19,0,0,1660,19500,0,0,360,0,0,0,0,30600,0,0,0,0,0,0,0,0,0,紫金农村商业银行,6227123456789012345,南京市下关区于家巷2号东单元
200135,200115,李影*,6,1,6,6,18645532720,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,63900,12,0,86,3,0,18640,31500,0,14700,2540,0,0,0,0,37500,0,0,0,0,0,0,0,0,0,黑龙江省绥化市北林区交通银行支行,6227123456789012345,黑龙江省绥化市北林区华星明苑1单元1601
200136,200115,梁伟*,6,2,13,18,lw668801,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,5,15000,5,19500,2,1,14,0,0,860,3900,0,0,360,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,交通银行晋城分行营业部,6227123456789012345,山西省晋城市黄华街小区1-2-501
200137,200115,邹远*,6,0,0,0,z736173074,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,50700,0,0,14,0,0,1400,27300,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,中国农业银行,6227123456789012345,四川省凉山州宁南县白鹤滩镇六城村三队
200138,200115,王学*,6,0,0,0,wxj5999,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,39000,12,51300,12,0,84,0,150,7000,25800,0,5600,250,0,0,0,0,29900,0,0,0,0,0,0,0,0,0,黑龙江农村信用社联合社双鸭山市市区农村信用合作联社,6227123456789012345,黑龙江省双鸭山市尖山区领航合园4号楼1302
200139,200115,潘玉*,6,0,0,0,pxy8868,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,11,87000,11,107100,0,0,14,0,0,1300,23400,0,0,0,0,0,0,0,11700,0,72000,0,0,0,0,0,0,0,农业银行,6227123456789012345,河北省遵化市鑫海钢材市场108号
200140,200115,邵柏*,6,0,0,0,sbh12345,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,4,12000,4,16100,2,0,5,0,0,1360,0,0,500,460,0,0,0,0,16100,0,0,0,0,0,0,0,0,0,建设银行,6227123456789012345,吉林省长春市朝阳区抚松路与浑江街交汇处领袖朝阳小区24栋1501室
200141,200115,李小*,6,0,0,0,15203025043,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,7,38000,7,47400,0,0,9,0,0,800,47400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中国建设银行,6227123456789012345,海南省 三亚市 凤凰山居
200142,200115,李元*,6,0,0,0,xiaofeiniu,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,55500,0,0,16,0,0,3600,27300,3900,2100,0,0,0,0,0,32700,0,0,0,0,0,0,0,0,0,中国工商银行泸州江阳支行,6227123456789012345,四川省泸州市慈善路中云大都会金夫人婚纱影楼
200143,200115,周*宇,6,0,0,0,zhy585858,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,120000,12,121800,59,12,26,0,20,47150,90900,3900,25800,19770,0,0,0,0,30900,0,51000,0,0,0,0,0,0,0,中国农业银行湖北省恩施市航空路营业部,6227123456789012345,湖北省恩施市航空路银河新村39号
200144,200115,周*凤,6,0,0,0,8627320,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,99000,13,50700,0,0,19,0,0,1700,31200,0,0,0,0,0,0,0,19500,0,36000,36000,0,0,0,0,0,0,广东农信三水农村信用社兴塘分社,6227123456789012345,广东省佛山市三水大塘工业园进欣路3号联润染整
200145,200115,冷*华,6,0,0,0,lfh777,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,12,36000,12,46800,0,0,13,0,0,1200,23400,0,0,0,0,0,0,0,23400,0,0,0,0,0,0,0,0,0,招商银行,6227123456789012345,辽宁省丹东市振兴区纤维街13号1单元601室
200146,200115,余曼*,6,0,0,0,461987,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,54300,0,0,16,0,0,1500,27300,0,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,0,0,中国银行,6227123456789012345,湖南省永州市冷水滩区梅湾路357号
200147,200115,廖安*,6,0,0,0,13408536107,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,11,195000,11,230600,1,0,24,0,2680,100,119700,0,1000,80,0,0,0,0,7900,0,106500,0,0,0,0,0,0,0,中国平安银行,6227123456789012345,四川省成都市龙泉驿区十陵和平路162号二楼
200148,200135,赖晓*,7,0,0,0,19690920,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,10,300000,9,321600,1,0,41,5,590,7380,145000,0,5900,70,0,0,0,0,0,0,213400,0,0,0,0,0,0,0,中国农业银行四川省成都市商鼎国际支行,6227123456789012345,四川省成都市武侯区金江路39号映月花园15栋2号
200149,200135,李*永,7,0,0,0,lwy1666,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,14,54800,2,0,24,0,0,2390,27300,0,500,490,0,0,0,0,27500,0,0,0,0,0,0,0,0,0,中国农业银行,6227123456789012345,浙江省仙居县大战乡峡领坑村55号
200150,200135,林*,7,0,0,0,18660552137,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,11,249000,10,261000,0,0,20,0,0,7090,183900,0,3300,1890,0,0,0,0,7950,0,107000,50,0,0,0,0,0,0,农业银行,6227123456789012345,山东省招远市温泉街道初山路18号丽湖一期
200151,200135,黄*佳,7,0,0,0,18336745855,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,14,54300,0,0,15,0,0,1400,27300,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,中国银行,6227123456789012345,河南省洛阳市宜阳县锦屏镇高桥村
200152,200135,韩*香,7,0,0,0,hgxsxh6666,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,12,36000,11,43100,2,0,29,0,0,2370,15600,0,1100,70,0,0,0,0,31700,0,0,0,0,0,0,0,0,0,中国建设银行,6227123456789012345,辽宁省锦州市凌河区解放路六段2－111
200153,200135,张子*,7,0,0,0,zhangzirui,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,9,26000,9,33800,0,0,10,1,900,0,10400,0,0,0,0,0,0,0,23400,0,0,0,0,0,0,0,0,0,中国工商银行锦绣路支行,6227123456789012345,上海浦东新区北蔡北艾路1200弄37号103
200154,200136,龙林*,7,0,0,0,18628385890,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,54800,0,0,15,0,0,2310,27300,0,500,310,0,0,0,0,31100,0,0,0,0,0,0,0,0,0,中国工商银行,6227123456789012345,四川省宜宾县古柏乡古柏村桥头组9号
200155,200136,杨*杰,7,0,0,0,18887263337,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,14,53300,6,0,41,0,0,4640,31200,0,2600,640,0,0,0,0,25700,0,0,0,0,0,0,0,0,0,中国建设银行,6227123456789012345,云南省宾川县力角镇自和村51号附1号
200156,200136,郭双*,7,0,0,0,lajiao82401,430123456789012345,未激活,普通用户,13412345678,2016年10月19日,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200157,200136,祁*铭,7,0,0,0,13514197090,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,4,12000,4,15600,0,0,5,0,0,400,0,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,中国银行,6227123456789012345,辽宁省灯塔市烟台街道繁荣街
200158,200136,潘*春,7,0,0,0,athlon,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,7,21000,7,27300,0,0,8,0,100,600,23400,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0,0,0,中国农业银行,6227123456789012345,福建省龙岩市新罗区南城新陂路1号
200159,200136,凌*慧,7,0,0,0,ljh178,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,12,36000,12,47200,2,0,15,0,0,2460,19500,0,700,560,0,0,0,0,27700,0,0,0,0,0,0,0,0,0,中国农业银行积玉桥支行,6227123456789012345,湖北省武汉市江岸区香港路218号华氏百货F座1507
200160,200136,吴*梅,7,0,0,0,13030794770,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,12,36000,11,42600,0,0,13,0,0,1200,15600,0,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,0,0,农业银行,6227123456789012345,辽宁省开原市八一街三和堂按摩院
200161,200136,路霞*,7,0,0,0,lx600666,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,12,36000,12,47800,0,0,14,0,0,7290,20800,0,5900,190,0,0,0,0,31300,0,0,0,0,0,0,0,0,0,建设银行青铜峡支行,6227123456789012345,宁夏青铜峡市古峡东街水岸世家芙蓉园6号楼-3单元-501室
200162,200136,许晓*,7,0,0,0,king1315xxh,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,12,36000,11,44400,6,0,47,1,0,3810,19500,0,2300,310,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,中国建设银行交城县沙河街支行,6227123456789012345,山西省吕梁市交城县天元小区13号楼4单元101
200163,200136,王延*,7,0,0,0,wyl333,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,50400,0,0,15,0,0,1400,27300,0,0,0,0,0,0,0,26700,0,0,0,0,0,0,0,0,0,中国农业银行逊克支行,6227123456789012345,黑龙江省黑河市逊克县大热集资楼后院西侧小二楼
200164,200136,郭*涛,7,0,0,0,gxt13785413797,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,14,54300,0,0,14,0,0,1400,27300,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,中国邮政银行石家庄分行高邑支行,6227123456789012345,河北省石家庄市高邑县高邑镇凤中路54号
200165,200136,周*英,7,0,0,0,13176531158,430123456789012345,已激活,A轮功德主,13412345678,2016年10月19日,27,161800,12,150400,69,228,539,35,1513,51598,34800,0,49100,2511,43800,90,0,0,14700,0,146400,0,0,0,0,0,0,0,建设银行市南三支行汉口了储蓄所,6227123456789012345,山东省青岛市市北区威海路273号203户
200166,200136,刘*静,7,1,5,5,15882088087,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,54800,0,0,17,0,0,2400,27300,0,500,400,0,0,0,0,31100,0,0,0,0,0,0,0,0,0,中国银行成都市西南交大支行,6227123456789012345,成都市金牛区迎宾大道近郊民居51栋4单元
200167,200166,张*芹,8,0,0,0,13869578593,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,54000,12,0,44,0,0,5570,23900,0,4100,70,0,0,0,0,34200,0,0,0,0,0,0,0,0,0,山东省聊城市茌平县华夏支行,6227123456789012345,山东省聊城市茌平县冯屯镇望鲁店东村
200168,200166,曾*娣,8,0,0,0,zjd1314168,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,54300,0,0,16,0,0,1500,27300,0,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,0,0,中国邮政储蓄银行,6227123456789012345,广东省广州市海珠区后滘村北大街20号
200169,200166,张*露,8,0,0,0,911107,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,4,12000,4,15600,0,0,4,0,100,300,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中国工商银行新沂支行,6227123456789012345,苏州工业园区青剑湖悦澜湾
200170,200166,李*辉,8,0,0,0,li13592425785,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,5,15000,5,19500,3,0,11,0,0,1130,0,0,500,130,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,南京交通银行,6227123456789012345,河南省长葛市古桥乡石庄村
200171,200166,张丽*,8,0,0,0,86562636,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,39000,12,46500,0,0,14,0,0,1300,23400,0,0,0,0,0,0,0,26700,0,0,0,0,0,0,0,0,0,中国工商银行,6227123456789012345,湖北省荆门市沙洋县马良镇王港九组
200172,123654,杨盛*,0,0,0,0,ysb888,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,54300,0,0,16,0,0,1500,31200,0,0,0,0,0,0,0,26700,0,0,0,0,0,0,0,0,0,华润,6227123456789012345,湖南省城步苗族自治县儒林镇新枧水村3组
200173,200112,段蔼*,4,0,0,0,tang520,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,11,33000,11,43300,6,0,36,2,0,2090,19500,0,700,290,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,招商银行,6227123456789012345,宁夏银川市金凤区枕水花园
200174,114938,吴*娟,0,0,0,0,wujuanjuan,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,52500,17,0,50,0,3960,280,23400,0,2600,240,0,0,0,0,33200,0,0,0,0,0,0,0,0,0,农业银行,6227123456789012345,湖北省随州市唐县镇北园五组
200175,107539,马*良,0,0,0,0,130427,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,13,191000,12,195300,1,0,21,0,0,1900,27300,0,0,0,0,0,0,0,0,0,202500,0,0,0,0,0,0,0,辽宁省辽阳市中国邮政银行,6227123456789012345,辽宁省辽阳市白塔区新兴街28号碧海泓珠洗浴斜对面环卫车队马俊良收
200176,158877,杨*祥,0,0,0,0,yfx1688,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,54300,0,0,16,0,0,1500,27300,0,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,0,0,常州市钟楼区怀德路支行,6227123456789012345,常州钟楼区木梳路蔡家村44号
